ip,port,first_seen,last_seen
54.144.25.149,80,2015-03-03,2015-03-03
54.144.25.178,80,2017-09-25,2017-09-25
54.145.114.22,80,2015-08-04,2015-08-18
54.145.144.199,80,2018-05-07,2018-05-21
54.145.145.159,80,2017-04-25,2017-07-03
54.145.157.200,443,2018-07-03,2018-07-03
54.145.157.200,80,2018-07-02,2018-07-02
54.145.157.95,80,2016-03-15,2016-03-29
54.145.170.41,443,2017-09-26,2017-11-07
54.145.218.247,80,2018-11-05,2019-03-25
54.145.224.151,80,2018-09-24,2018-09-24
54.146.150.147,80,2018-11-19,2018-12-17
54.146.161.72,443,2017-10-10,2017-12-19
54.146.165.156,80,2016-05-24,2016-05-24
54.146.184.127,443,2017-10-10,2017-10-10
54.146.184.127,80,2017-10-09,2017-10-09
54.146.242.46,80,2017-04-11,2017-05-08
54.147.125.224,443,2018-06-05,2018-06-05
54.147.175.198,443,2018-03-27,2018-06-05
54.147.18.154,443,2017-10-24,2017-11-07
54.147.196.40,80,2017-12-04,2018-05-21
54.147.203.179,80,2016-03-15,2016-03-29
54.147.227.245,80,2017-04-25,2017-07-03
54.147.233.83,80,2018-11-19,2018-12-17
54.147.233.84,80,2016-05-10,2016-05-10
54.147.59.212,80,2018-06-04,2018-08-27
54.147.6.66,80,2016-10-25,2016-10-25
54.148.104.102,80,2014-11-25,2014-11-25
54.148.111.179,80,2016-10-11,2016-10-11
54.148.12.96,80,2015-02-03,2015-02-03
54.148.168.30,443,2016-09-16,2017-08-01
54.148.168.30,80,2017-01-31,2018-05-07
54.148.2.238,80,2016-10-25,2016-11-08
54.148.70.11,80,2016-10-11,2016-11-22
54.148.73.116,443,2017-09-12,2018-05-08
54.148.73.116,80,2017-02-28,2017-02-28
54.149.102.148,80,2017-08-28,2017-08-28
54.149.106.143,80,2017-07-03,2017-07-03
54.149.134.198,80,2017-04-11,2017-05-08
54.149.136.64,80,2017-12-04,2017-12-04
54.149.155.251,80,2018-01-01,2018-02-12
54.149.17.233,443,2017-07-18,2017-10-24
54.149.17.233,80,2017-07-17,2017-07-17
54.149.195.17,80,2016-09-27,2016-09-27
54.149.216.165,80,2016-07-05,2016-07-05
54.149.225.220,443,2017-02-14,2017-07-04
54.149.225.220,80,2017-02-14,2017-02-14
54.149.238.229,80,2016-05-24,2016-06-07
54.149.245.167,80,2017-01-31,2017-02-14
54.149.253.167,443,2016-10-03,2016-10-10
54.149.72.167,80,2016-09-13,2016-09-27
54.149.85.173,80,2017-07-03,2017-07-31
54.152.103.104,80,2016-12-06,2016-12-06
54.152.118.146,443,2017-09-12,2018-01-16
54.152.153.114,80,2016-08-16,2016-09-27
54.152.225.102,80,2018-05-07,2018-05-07
54.152.253.182,443,2018-10-09,2018-11-06
54.152.37.6,80,2018-05-07,2018-05-07
54.152.52.43,443,2018-04-24,2019-02-12
54.152.80.39,80,2018-07-02,2018-09-10
54.153.10.226,80,2017-04-11,2017-09-11
54.153.104.98,443,2016-10-03,2016-11-08
54.153.104.98,80,2016-09-27,2016-11-08
54.153.117.15,443,2017-11-07,2017-11-07
54.153.120.224,80,2016-10-25,2016-10-25
54.153.214.107,443,2017-09-12,2017-09-26
54.153.5.104,443,2016-08-01,2016-09-06
54.153.94.156,443,2016-10-03,2017-01-31
54.154.104.217,80,2018-05-21,2018-06-04
54.154.173.134,443,2018-09-11,2018-11-06
54.154.203.16,80,2015-07-21,2015-07-21
54.154.211.147,80,2015-07-21,2015-07-21
54.157.11.168,443,2017-09-26,2017-10-10
54.157.132.251,80,2015-09-29,2015-09-29
54.157.133.103,80,2015-08-04,2015-08-18
54.157.150.160,80,2016-03-01,2016-03-01
54.157.165.130,80,2015-10-27,2015-10-27
54.157.165.4,80,2015-09-01,2016-01-19
54.157.236.185,443,2017-09-12,2017-09-12
54.158.135.177,80,2016-03-15,2016-03-29
54.158.145.45,443,2017-02-28,2017-04-25
54.158.153.252,80,2016-03-15,2016-03-29
54.158.222.214,443,2018-12-04,2019-03-12
54.158.248.31,80,2015-02-17,2015-02-17
54.158.52.132,80,2018-12-17,2019-03-25
54.158.66.197,443,2017-06-06,2017-07-18
54.158.95.128,80,2018-01-29,2018-09-24
54.159.116.161,443,2017-09-12,2017-09-12
54.159.156.159,80,2016-05-10,2016-05-24
54.159.17.44,80,2015-09-01,2015-09-15
54.159.197.103,443,2017-11-21,2017-12-05
54.159.197.103,80,2017-10-09,2018-06-18
54.159.216.68,80,2015-09-01,2015-09-15
54.159.221.201,80,2015-12-22,2015-12-22
54.159.24.235,80,2015-10-13,2015-10-27
54.160.137.46,80,2015-08-04,2015-08-04
54.160.181.152,80,2015-08-18,2015-08-18
54.160.91.239,443,2017-12-05,2017-12-19
54.161.138.251,80,2016-12-06,2016-12-06
54.161.154.68,80,2016-06-21,2016-06-21
54.161.173.61,80,2015-10-27,2015-10-27
54.161.208.96,80,2016-03-15,2016-03-29
54.161.243.127,443,2018-11-20,2019-01-01
54.161.67.194,80,2015-05-12,2015-05-12
54.161.79.141,443,2017-04-11,2017-04-25
54.162.108.115,443,2018-07-17,2018-07-17
54.162.108.115,80,2018-07-16,2018-08-13
54.162.158.198,443,2017-05-09,2017-08-01
54.162.48.19,80,2018-02-12,2018-02-12
54.162.88.156,443,2018-04-24,2018-05-22
54.163.128.222,80,2016-03-15,2016-03-29
54.163.224.38,80,2017-05-08,2017-05-08
54.163.40.98,80,2018-11-19,2019-04-08
54.163.67.171,80,2015-01-06,2015-01-06
54.164.102.245,443,2016-11-22,2016-11-29
54.164.112.215,443,2018-01-02,2018-02-13
54.164.125.86,443,2018-09-25,2018-10-09
54.164.193.144,443,2017-10-24,2017-11-07
54.164.193.144,80,2017-10-23,2017-11-06
54.164.207.117,80,2018-02-12,2019-04-22
54.164.234.52,443,2018-01-16,2018-01-16
54.164.238.236,80,2018-02-12,2018-09-24
54.164.28.104,80,2018-10-08,2018-11-05
54.164.28.184,80,2018-11-05,2018-11-05
54.164.50.118,80,2018-07-02,2018-07-02
54.164.59.149,80,2017-12-04,2018-01-15
54.164.74.19,80,2018-11-05,2018-11-05
54.164.92.255,80,2018-01-29,2018-02-12
54.165.194.150,80,2016-03-15,2016-03-29
54.165.194.22,443,2018-06-05,2018-06-19
54.165.194.22,80,2018-06-18,2018-09-10
54.165.78.72,80,2018-11-05,2018-11-05
54.165.81.162,443,2018-03-27,2018-05-08
54.165.89.112,80,2017-04-25,2017-07-03
54.165.99.78,80,2014-11-11,2014-11-11
54.166.241.147,443,2017-01-24,2017-11-21
54.166.49.162,80,2016-04-12,2016-05-24
54.166.71.60,443,2018-11-06,2018-11-06
54.166.99.138,80,2016-03-15,2016-03-29
54.167.249.28,443,2016-10-03,2017-05-23
54.167.83.168,80,2015-09-01,2015-09-15
54.169.118.237,80,2018-01-15,2018-01-15
54.169.138.10,443,2018-03-13,2018-04-24
54.169.150.124,80,2015-01-20,2015-01-20
54.169.158.55,443,2017-10-24,2017-10-24
54.169.180.100,443,2018-02-27,2018-02-27
54.169.27.112,443,2018-01-30,2018-03-27
54.169.33.195,443,2017-03-14,2017-03-14
54.169.76.68,443,2016-11-15,2017-04-11
54.169.8.123,80,2018-08-13,2019-03-11
54.169.9.44,443,2017-08-29,2017-10-24
54.171.112.171,80,2015-07-21,2015-07-21
54.171.158.230,443,2018-08-28,2018-08-28
54.171.179.206,443,2017-06-20,2017-06-20
54.171.46.235,443,2018-07-17,2018-07-17
54.171.61.6,80,2014-10-14,2014-10-14
54.172.111.119,80,2016-01-19,2017-08-28
54.172.112.27,80,2015-10-27,2015-10-27
54.172.137.215,443,2017-10-24,2017-10-24
54.172.147.231,80,2016-08-16,2016-10-11
54.172.17.60,443,2018-07-03,2018-07-17
54.172.226.0,443,2016-09-19,2017-12-05
54.172.226.0,80,2016-11-08,2018-01-29
54.172.237.19,80,2015-05-12,2016-02-16
54.172.243.9,443,2017-10-24,2017-11-07
54.172.254.116,80,2016-07-19,2016-09-27
54.172.36.148,80,2014-11-11,2015-07-07
54.172.38.151,443,2018-01-02,2018-02-13
54.172.42.32,80,2018-07-02,2019-04-08
54.172.73.234,443,2018-02-27,2018-04-24
54.172.78.140,443,2017-04-11,2017-04-25
54.172.9.36,443,2018-04-24,2018-04-24
54.173.113.155,80,2016-12-06,2016-12-06
54.173.144.225,80,2017-03-14,2017-06-05
54.173.152.30,80,2014-12-23,2015-04-28
54.173.173.33,443,2017-08-29,2017-10-10
54.173.173.33,80,2017-08-28,2017-08-28
54.173.203.239,80,2014-11-25,2015-01-06
54.174.1.56,443,2017-11-21,2019-04-09
54.174.1.56,80,2018-07-30,2018-08-13
54.174.1.59,80,2016-08-30,2016-08-30
54.174.103.183,80,2018-06-18,2018-06-18
54.174.113.158,443,2017-09-26,2017-09-26
54.174.113.158,80,2017-09-25,2017-09-25
54.174.122.116,443,2018-04-24,2018-05-08
54.174.132.235,443,2018-10-23,2018-10-23
54.174.137.163,80,2018-05-07,2018-05-07
54.174.145.85,443,2018-12-04,2019-01-01
54.174.145.85,80,2018-11-19,2018-12-31
54.174.15.245,443,2017-12-19,2018-01-02
54.174.185.33,80,2018-03-12,2018-03-26
54.174.188.43,80,2014-12-09,2014-12-09
54.174.21.134,443,2017-10-24,2017-11-07
54.174.21.134,80,2017-11-20,2017-11-20
54.174.219.82,443,2018-03-27,2018-12-04
54.174.221.120,80,2014-12-09,2015-01-06
54.174.250.172,80,2017-01-17,2017-01-17
54.174.32.161,443,2018-09-25,2018-10-14
54.174.83.249,80,2016-05-10,2016-07-05
54.175.103.155,80,2017-12-04,2017-12-04
54.175.130.245,443,2017-07-04,2017-08-01
54.175.130.245,80,2016-11-22,2017-02-28
54.175.148.135,443,2018-04-24,2018-06-19
54.175.148.135,80,2018-05-07,2018-06-18
54.175.199.188,443,2017-10-24,2018-01-02
54.175.199.188,80,2017-10-23,2018-01-01
54.175.230.166,80,2018-07-02,2019-02-25
54.175.242.98,443,2018-06-05,2018-06-05
54.175.248.246,443,2017-05-23,2017-05-23
54.175.29.6,80,2016-12-06,2016-12-06
54.175.72.156,80,2016-12-06,2017-03-30
54.176.18.9,443,2016-09-16,2017-08-01
54.176.236.95,443,2016-08-08,2016-09-26
54.177.177.232,443,2016-12-13,2017-01-17
54.177.177.232,80,2016-12-06,2016-12-06
54.178.157.112,443,2017-11-07,2019-02-26
54.178.157.112,7443,2019-02-22,2019-02-22
54.178.157.112,80,2017-11-20,2019-02-25
54.178.157.112,8443,2018-10-19,2019-02-22
54.179.160.149,443,2018-07-31,2018-08-14
54.179.160.149,80,2018-07-30,2018-08-13
54.183.113.171,80,2016-01-19,2016-01-19
54.183.120.61,443,2018-02-13,2018-07-31
54.183.120.75,80,2018-06-18,2018-08-27
54.183.121.99,443,2017-03-07,2017-08-01
54.183.129.80,443,2017-02-07,2018-02-27
54.183.13.28,80,2018-05-07,2018-05-21
54.183.142.219,80,2018-11-19,2018-12-03
54.183.169.192,80,2017-04-25,2017-09-11
54.183.169.241,443,2017-11-07,2017-11-07
54.183.169.241,80,2017-11-06,2017-11-06
54.183.187.60,80,2016-08-02,2016-09-13
54.183.188.22,443,2016-08-15,2017-07-04
54.183.206.25,443,2017-01-10,2017-07-04
54.183.206.25,80,2017-06-05,2017-06-19
54.183.31.190,80,2017-07-03,2017-09-25
54.183.99.239,443,2018-10-23,2019-01-01
54.184.22.217,80,2018-11-05,2018-12-03
54.186.113.48,80,2016-06-21,2016-09-13
54.186.12.193,80,2016-08-02,2016-09-27
54.186.15.255,443,2017-10-10,2017-12-19
54.186.164.203,443,2017-02-28,2018-01-02
54.186.164.203,80,2017-04-11,2018-01-01
54.186.168.130,80,2017-10-23,2017-10-23
54.186.181.92,80,2016-10-25,2016-10-25
54.186.191.189,80,2016-11-08,2016-12-20
54.186.209.41,80,2016-08-02,2016-09-27
54.186.240.17,80,2017-04-25,2017-05-08
54.186.244.149,80,2016-10-11,2016-10-11
54.186.34.136,80,2016-09-27,2016-12-20
54.187.154.214,80,2018-12-17,2018-12-31
54.187.172.238,443,2017-01-10,2017-07-04
54.187.209.170,80,2016-10-25,2016-10-25
54.187.209.53,80,2016-09-13,2016-09-27
54.187.231.46,443,2016-12-13,2016-12-13
54.187.231.46,80,2016-12-20,2016-12-20
54.187.254.124,443,2016-07-25,2016-09-19
54.187.254.124,80,2016-06-21,2016-09-13
54.187.53.138,80,2017-12-04,2017-12-04
54.187.97.161,80,2017-07-31,2017-07-31
54.189.196.167,443,2018-11-06,2018-11-20
54.189.69.226,80,2018-10-08,2018-12-31
54.190.2.74,443,2017-08-15,2019-04-09
54.190.218.83,443,2018-05-08,2018-12-18
54.190.32.77,443,2018-04-24,2018-05-22
54.190.38.179,80,2018-02-12,2018-02-12
54.190.60.185,80,2017-08-14,2017-08-14
54.190.63.200,443,2018-04-24,2018-04-24
54.191.100.103,80,2017-11-20,2017-12-18
54.191.103.168,80,2016-02-16,2016-02-16
54.191.132.149,443,2017-11-21,2018-03-27
54.191.14.2,80,2018-06-18,2018-08-13
54.191.148.73,80,2018-11-19,2018-12-03
54.191.17.91,443,2016-08-08,2017-03-14
54.191.208.214,80,2016-06-07,2016-09-27
54.191.239.193,80,2017-01-31,2017-04-25
54.191.27.18,443,2018-02-27,2019-02-26
54.191.27.18,80,2017-12-04,2018-03-26
54.191.69.79,80,2016-07-19,2016-09-27
54.193.102.124,443,2018-02-13,2018-03-27
54.193.102.124,80,2018-02-12,2018-02-12
54.193.6.240,443,2016-08-08,2016-08-08
54.193.67.130,80,2018-10-22,2018-11-05
54.193.69.151,80,2017-03-14,2017-11-06
54.193.7.84,443,2017-08-15,2017-10-10
54.193.96.134,443,2016-08-01,2017-03-14
54.194.142.210,80,2016-01-19,2016-01-19
54.194.221.120,443,2017-03-14,2017-04-11
54.194.231.180,80,2017-01-31,2017-04-25
54.194.68.240,80,2017-03-14,2017-05-22
54.196.18.156,80,2018-01-29,2018-02-12
54.196.180.219,80,2018-02-12,2018-02-12
54.196.188.152,80,2016-01-19,2016-02-16
54.196.23.193,443,2018-05-08,2018-06-19
54.196.250.126,443,2019-01-22,2019-01-22
54.196.62.60,443,2017-12-19,2018-03-13
54.196.62.60,80,2017-12-18,2018-03-26
54.196.7.92,80,2016-11-22,2016-11-22
54.196.95.22,443,2017-01-10,2017-03-28
54.196.95.22,80,2017-01-17,2017-03-28
54.197.101.140,80,2015-01-06,2015-01-06
54.197.205.181,443,2017-08-29,2018-07-03
54.197.205.181,80,2017-08-28,2018-07-16
54.197.251.16,80,2014-11-25,2014-11-25
54.197.38.72,80,2017-11-20,2017-12-04
54.197.42.117,443,2017-08-15,2017-08-29
54.197.80.63,80,2014-03-05,2014-03-05
54.197.85.196,80,2016-07-19,2016-09-13
54.198.122.109,80,2014-04-16,2014-04-30
54.198.128.15,80,2014-07-08,2014-07-08
54.198.95.193,80,2015-04-14,2015-04-14
54.199.173.66,443,2016-11-08,2017-07-04
54.200.0.21,80,2017-08-28,2017-10-09
54.200.126.149,80,2018-09-24,2018-12-31
54.200.145.18,443,2016-08-08,2016-09-26
54.200.165.199,80,2016-07-19,2016-09-27
54.200.173.27,80,2018-01-15,2018-01-29
54.200.239.136,443,2016-10-24,2016-11-29
54.200.239.136,80,2016-10-11,2016-10-25
54.200.28.154,80,2017-05-08,2017-05-08
54.200.57.144,80,2017-03-14,2017-03-14
54.200.66.62,80,2016-10-25,2016-10-25
54.200.67.159,80,2016-12-06,2016-12-20
54.201.1.223,443,2017-12-19,2018-01-02
54.201.1.223,80,2017-03-14,2018-12-31
54.201.121.208,443,2018-04-24,2018-04-24
54.201.135.215,80,2017-10-09,2017-10-23
54.201.155.8,80,2016-10-11,2016-11-22
54.201.165.51,80,2016-08-30,2016-08-30
54.201.180.52,80,2016-01-19,2016-01-19
54.201.185.17,443,2016-11-08,2017-07-04
54.201.205.40,443,2018-01-02,2018-02-13
54.201.205.40,80,2018-01-01,2018-02-12
54.201.214.10,80,2018-11-19,2019-01-14
54.201.220.181,80,2016-09-13,2016-09-27
54.201.220.217,443,2016-08-01,2019-01-29
54.201.220.217,80,2016-10-11,2019-01-28
54.201.229.248,80,2017-10-23,2017-10-23
54.201.23.244,443,2018-12-04,2019-03-26
54.201.24.134,80,2017-08-28,2017-08-28
54.201.248.61,80,2018-07-16,2018-08-13
54.201.252.57,80,2016-09-27,2016-09-27
54.201.3.19,80,2016-09-27,2016-12-20
54.201.31.67,80,2017-11-06,2017-11-06
54.201.34.212,80,2016-09-13,2016-09-13
54.201.86.64,80,2018-02-26,2018-03-12
54.201.89.193,443,2018-10-23,2018-11-20
54.201.89.193,80,2018-10-22,2018-11-19
54.202.10.223,80,2018-05-07,2018-05-07
54.202.110.4,80,2017-02-14,2017-04-25
54.202.120.117,80,2017-03-14,2017-03-14
54.202.147.133,80,2017-01-31,2017-02-14
54.202.158.88,80,2017-02-14,2017-04-25
54.202.189.81,80,2018-02-26,2018-12-17
54.202.208.119,80,2018-05-07,2019-02-25
54.202.215.161,443,2016-12-06,2016-12-13
54.202.215.161,80,2016-12-06,2016-12-20
54.202.219.63,80,2018-02-26,2018-11-05
54.202.237.16,80,2017-01-31,2017-04-25
54.202.245.41,80,2018-05-07,2018-06-18
54.202.254.40,80,2017-03-14,2017-04-25
54.202.77.226,80,2018-10-22,2018-12-03
54.202.87.254,80,2017-02-14,2017-02-28
54.203.102.18,80,2018-08-27,2018-08-27
54.204.146.92,443,2018-07-17,2018-10-23
54.204.177.248,80,2016-03-15,2016-03-29
54.204.20.190,80,2016-03-15,2016-03-29
54.204.203.27,80,2016-03-15,2016-04-12
54.204.237.172,80,2014-09-16,2014-09-16
54.204.69.219,80,2016-09-13,2016-10-25
54.204.71.240,80,2015-04-14,2015-04-14
54.204.92.105,80,2015-10-27,2015-10-27
54.205.16.153,443,2017-08-29,2019-01-29
54.205.16.153,80,2017-08-28,2017-11-20
54.205.184.74,80,2016-04-12,2016-05-10
54.205.203.140,80,2014-03-31,2014-07-08
54.205.24.230,80,2017-12-04,2018-10-22
54.205.4.133,443,2017-10-24,2017-11-07
54.205.4.133,80,2017-11-06,2017-11-06
54.205.57.98,80,2015-11-10,2015-11-24
54.208.103.167,80,2018-05-21,2018-12-31
54.208.251.126,443,2018-02-27,2018-04-24
54.208.3.204,443,2018-06-05,2019-01-01
54.208.3.204,80,2018-09-10,2019-01-14
54.209.135.55,80,2016-02-16,2016-03-29
54.209.153.58,80,2018-09-24,2018-09-24
54.209.164.251,80,2014-06-24,2014-08-05
54.209.166.21,80,2016-06-07,2016-06-07
54.209.235.55,80,2018-05-07,2018-12-17
54.209.34.199,80,2018-10-22,2018-10-22
54.210.131.132,443,2017-12-05,2017-12-05
54.210.162.76,80,2018-05-07,2018-07-02
54.210.164.71,443,2018-09-25,2018-09-25
54.210.19.42,80,2016-04-12,2016-05-24
54.210.222.174,80,2016-09-27,2016-09-27
54.211.111.188,443,2018-10-09,2018-10-23
54.211.118.177,80,2016-03-15,2016-03-29
54.211.149.59,443,2018-11-06,2018-11-06
54.211.2.83,443,2016-11-08,2017-05-23
54.211.30.171,80,2014-03-05,2014-03-05
54.211.68.47,80,2017-03-28,2017-03-30
54.212.194.137,443,2018-01-30,2018-01-30
54.212.194.137,80,2018-07-16,2018-07-16
54.212.194.137,8080,2018-07-27,2018-10-05
54.212.216.69,443,2018-08-14,2019-01-01
54.212.216.69,80,2018-08-13,2019-01-14
54.212.224.110,80,2017-03-14,2017-04-25
54.212.227.227,443,2018-08-28,2018-09-11
54.212.96.17,80,2015-12-08,2015-12-08
54.213.104.164,80,2017-12-04,2017-12-04
54.213.145.189,443,2017-03-14,2018-03-27
54.213.152.11,80,2016-03-29,2016-06-07
54.213.227.131,443,2018-02-27,2018-03-13
54.213.244.36,80,2017-02-28,2017-06-19
54.213.57.174,80,2017-02-14,2017-02-14
54.213.74.189,80,2017-05-08,2017-05-22
54.213.76.254,443,2017-05-23,2017-05-23
54.213.83.38,80,2014-09-16,2014-10-14
54.213.86.93,80,2016-10-11,2016-12-20
54.214.105.246,80,2016-10-25,2016-10-25
54.214.124.68,80,2018-02-12,2018-02-26
54.214.126.186,80,2017-05-22,2017-05-22
54.214.163.35,443,2017-06-06,2018-01-02
54.214.196.93,80,2017-08-28,2017-08-28
54.214.197.107,80,2017-10-09,2017-10-23
54.214.221.209,80,2018-07-30,2018-08-27
54.214.223.117,443,2017-11-07,2019-02-26
54.214.223.117,80,2017-11-06,2018-12-17
54.214.76.25,443,2017-02-14,2017-05-09
54.215.229.110,443,2017-06-06,2017-07-04
54.215.229.110,80,2017-04-25,2017-06-05
54.218.10.179,80,2018-03-26,2018-05-07
54.218.109.56,80,2017-07-03,2017-07-31
54.218.129.154,80,2016-10-11,2016-10-11
54.218.15.222,443,2018-01-02,2018-01-16
54.218.15.222,80,2017-04-11,2018-05-07
54.218.179.141,80,2018-03-26,2018-05-21
54.218.18.131,80,2017-07-03,2017-07-31
54.218.204.204,80,2018-02-12,2018-02-12
54.218.221.167,443,2016-10-03,2016-10-10
54.218.236.63,443,2018-04-24,2018-05-22
54.218.44.111,80,2018-08-13,2018-08-27
54.218.49.192,80,2016-10-11,2016-12-20
54.218.50.166,80,2017-02-14,2017-04-25
54.218.54.73,80,2016-11-08,2016-12-20
54.218.64.5,80,2017-07-03,2017-09-11
54.218.66.116,443,2016-08-01,2016-09-06
54.219.161.245,80,2017-08-28,2017-09-25
54.219.179.109,443,2018-08-14,2018-09-11
54.219.186.167,443,2018-08-28,2018-09-25
54.221.124.177,80,2014-08-05,2014-09-16
54.221.217.16,80,2014-01-30,2014-02-18
54.221.26.246,80,2014-09-16,2014-10-14
54.221.27.148,80,2018-12-17,2018-12-17
54.221.84.53,80,2015-12-08,2015-12-08
54.222.161.1,80,2017-04-25,2017-05-08
54.224.206.20,443,2018-12-18,2019-01-01
54.225.107.110,80,2014-10-28,2014-10-28
54.225.113.207,80,2016-04-26,2016-05-24
54.226.178.241,80,2015-12-08,2015-12-08
54.226.203.78,443,2018-02-13,2018-02-13
54.226.59.197,443,2018-07-17,2018-07-17
54.226.59.197,80,2018-07-16,2018-07-16
54.226.78.76,80,2018-02-26,2018-08-27
54.227.116.49,80,2017-02-14,2017-02-14
54.227.158.141,80,2016-08-16,2016-09-13
54.227.79.173,80,2016-11-22,2017-03-30
54.229.151.112,80,2017-01-31,2017-04-25
54.229.206.137,80,2018-11-19,2019-01-14
54.229.39.15,443,2017-09-12,2017-10-10
54.229.39.15,80,2017-09-11,2017-09-11
54.229.68.149,80,2017-01-31,2017-04-25
54.229.80.57,80,2016-06-21,2016-08-16
54.234.118.205,443,2018-07-31,2018-08-14
54.234.173.95,80,2018-10-08,2018-10-08
54.234.192.47,443,2018-01-02,2018-01-02
54.234.192.47,80,2017-12-04,2018-01-01
54.234.195.126,80,2018-05-21,2018-12-31
54.234.199.30,80,2017-02-14,2017-04-25
54.234.208.63,80,2017-01-31,2017-04-25
54.235.20.153,80,2016-08-30,2016-08-30
54.235.232.110,443,2017-03-14,2017-03-14
54.235.30.93,443,2018-09-25,2018-10-23
54.235.39.76,443,2018-04-24,2018-05-08
54.235.54.217,80,2018-10-22,2018-11-05
54.235.64.39,80,2014-01-30,2014-01-30
54.236.112.26,80,2017-11-20,2018-02-12
54.236.13.148,80,2017-04-25,2017-07-03
54.236.198.254,80,2017-08-28,2017-08-28
54.236.203.12,443,2018-02-13,2018-02-13
54.236.203.12,80,2018-02-12,2018-02-12
54.236.241.15,443,2017-04-11,2017-05-23
54.236.241.232,443,2018-09-25,2018-09-25
54.236.99.238,80,2016-01-19,2016-01-19
54.237.109.35,443,2018-08-28,2018-08-28
54.237.19.87,443,2018-08-28,2018-08-28
54.237.192.144,80,2017-02-28,2017-02-28
54.237.193.97,443,2017-11-07,2017-11-07
54.237.213.194,80,2016-11-22,2016-11-22
54.237.234.29,80,2016-11-22,2016-11-22
54.237.245.124,80,2018-05-07,2018-06-04
54.237.67.131,80,2015-10-13,2015-10-27
54.237.99.228,80,2016-03-01,2016-03-01
54.238.128.224,443,2016-10-03,2017-07-04
54.238.175.162,443,2016-08-08,2017-05-23
54.238.186.55,443,2016-08-08,2019-01-29
54.238.186.55,80,2016-10-11,2019-01-28
54.238.209.99,443,2016-08-08,2017-03-14
54.238.229.227,80,2016-01-05,2016-01-19
54.241.9.72,80,2014-02-18,2014-12-23
54.242.177.136,443,2018-12-18,2018-12-18
54.242.226.101,80,2016-04-12,2016-04-12
54.242.3.69,443,2017-05-09,2017-05-09
54.242.3.69,80,2017-03-14,2017-03-30
54.242.58.140,443,2018-12-04,2019-01-01
54.242.58.140,80,2018-12-17,2018-12-31
54.242.80.51,443,2016-10-17,2016-10-17
54.242.80.51,80,2016-10-25,2016-10-25
54.243.22.192,443,2017-05-09,2017-08-01
54.243.3.112,443,2016-11-22,2016-11-29
54.243.92.3,80,2016-04-26,2016-05-10
54.244.156.140,443,2017-08-01,2019-02-26
54.244.156.140,80,2017-09-11,2019-03-11
54.244.160.188,443,2018-09-25,2019-02-12
54.244.176.153,80,2016-09-27,2017-08-28
54.244.178.177,80,2018-05-21,2018-08-13
54.244.186.13,80,2017-02-14,2017-11-06
54.244.194.1,443,2016-10-03,2017-07-04
54.244.201.98,80,2016-10-25,2016-10-25
54.244.204.137,80,2017-03-14,2017-03-28
54.244.207.231,80,2018-07-16,2018-07-30
54.244.208.141,443,2018-02-27,2018-06-05
54.244.43.224,80,2017-04-11,2017-04-25
54.244.44.243,80,2017-07-03,2017-07-17
54.244.76.175,80,2016-10-25,2016-10-25
54.245.11.44,80,2017-10-23,2017-10-23
54.245.155.3,80,2016-10-11,2016-12-20
54.245.155.47,80,2016-08-02,2016-09-27
54.245.155.78,80,2016-08-02,2016-09-27
54.245.155.81,80,2016-10-11,2016-12-20
54.245.180.77,80,2017-11-06,2017-11-06
54.245.223.205,80,2018-03-12,2018-03-12
54.245.37.134,80,2018-08-13,2018-08-13
54.245.55.114,443,2017-05-23,2017-06-06
54.245.55.114,80,2017-03-14,2017-05-22
54.245.75.3,80,2017-06-19,2017-07-03
54.246.224.246,443,2018-08-28,2018-10-14
54.249.59.190,443,2018-09-11,2018-10-14
54.251.134.94,443,2018-03-27,2018-09-11
54.251.134.94,80,2018-03-26,2018-09-10
54.251.145.112,80,2017-08-28,2017-10-23
54.251.181.125,443,2018-03-13,2018-05-22
54.252.149.96,443,2017-10-24,2017-10-24
54.252.194.142,443,2018-04-24,2018-05-08
54.252.194.142,80,2018-05-07,2018-05-07
54.254.144.51,443,2018-10-23,2018-11-20
54.254.155.189,443,2019-01-22,2019-01-22
54.254.155.189,80,2019-01-14,2019-01-14
54.254.163.190,443,2017-03-21,2018-08-28
54.254.163.190,80,2017-03-28,2018-08-27
54.254.164.81,80,2018-05-21,2018-07-02
54.254.203.106,443,2018-07-31,2018-10-09
54.254.203.106,80,2018-07-30,2018-10-08
54.254.218.44,443,2018-03-13,2018-04-24
54.255.139.92,80,2017-08-28,2017-10-23
54.255.164.240,443,2018-03-27,2018-03-27
54.255.164.240,80,2018-03-26,2018-03-26
54.255.195.80,80,2019-03-25,2019-03-25
54.255.195.80,8443,2019-04-05,2019-04-20
54.255.215.68,443,2017-08-29,2017-10-24
54.36.19.138,80,2018-07-16,2018-10-08
54.36.232.247,80,2019-02-25,2019-03-11
54.36.42.250,443,2018-10-09,2019-04-09
54.38.123.235,80,2018-11-05,2019-01-28
54.38.123.252,80,2018-10-08,2018-10-08
54.38.158.224,8080,2018-07-27,2018-11-02
54.39.98.233,443,2018-08-28,2018-11-06
54.39.98.233,80,2018-08-27,2018-11-05
54.65.174.245,80,2018-10-22,2018-10-22
54.66.162.253,80,2015-01-20,2015-01-20
54.66.242.54,443,2017-11-07,2017-11-07
54.67.33.184,443,2018-07-17,2019-02-12
